id,school_name,deviation,category,category_ja
276,城北埼玉高校（本科特進:B特待）,68,PRIVATE,私立
277,本庄東高校（選抜）,68,PRIVATE,私立
278,浦和麗明高校（特選Ⅱ類）,67,PRIVATE,私立
279,大宮開成高校（併願①特進選抜Ⅱ類）,67,PRIVATE,私立
280,春日部共栄高校（特進α）,67,PRIVATE,私立
281,城西大付嘱川越高校（特選）,67,PRIVATE,私立
282,昌平高校（IB）,67,PRIVATE,私立
283,昌平高校（特進アスリート）,67,PRIVATE,私立
284,東京農大第三高校（Ⅰ理数探究）,67,PRIVATE,私立
285,西武台高校（STEM）,67,PRIVATE,私立
286,武南高校（特進）,67,PRIVATE,私立
287,星野高校（グローバルフロンティア）,67,PRIVATE,私立
288,山村学園高校（特進SA）,67,PRIVATE,私立
289,浦和学院高校（国際グローバル・IB）,66,PRIVATE,私立
290,叡明高校（特進選抜Ⅰ類）,66,PRIVATE,私立
291,川越東高校（普通）,66,PRIVATE,私立
292,国際学院高校（アドバンスS奨）,66,PRIVATE,私立
293,埼玉栄高校（α）,66,PRIVATE,私立
294,栄北高校（特類選抜）,66,PRIVATE,私立
295,狭山ヶ丘高校（Ⅰ類）,66,PRIVATE,私立
296,昌平高校（特選）,66,PRIVATE,私立
297,西武学園文理高校（アカデミックマルチパス）,66,PRIVATE,私立
298,西武学園文理高校（先端サイエンス）,66,PRIVATE,私立
299,西武台高校（N-uni）,66,PRIVATE,私立
300,聖望学園高校（特進選抜）,66,PRIVATE,私立
301,東京農大第三高校（Ⅰ選抜）,66,PRIVATE,私立
302,獨協埼玉高校（普通）,66,PRIVATE,私立
303,浦和学院高校（S特）,65,PRIVATE,私立
304,浦和麗明高校（特選Ⅲ類）,65,PRIVATE,私立
305,大妻嵐山高校（特別進学）,65,PRIVATE,私立
306,大宮開成高校（併願②特進選抜Ⅱ類）,65,PRIVATE,私立
307,開智未来高校（T未来）,65,PRIVATE,私立
308,秀明高校（Mコース）,65,PRIVATE,私立
309,星野高校（文理特進）,65,PRIVATE,私立
310,星野高校（α選抜）,65,PRIVATE,私立
311,細田学園高校（特進）,65,PRIVATE,私立
312,秋草学園高校（特選S奨学生）,64,PRIVATE,私立
313,春日部共栄高校（特進）,64,PRIVATE,私立
314,城西大付属川越高校（特進）,64,PRIVATE,私立
315,城北埼玉高校（本科進学）,64,PRIVATE,私立
316,城北埼玉高校（フロンティア）,64,PRIVATE,私立
317,本庄東高校（特進）,64,PRIVATE,私立
318,武南高校（選抜）,64,PRIVATE,私立
319,浦和実業高校（特進選抜）,63,PRIVATE,私立
320,開智未来高校（S未来）,63,PRIVATE,私立
321,栄北高校（特類S）,63,PRIVATE,私立
322,狭山ヶ丘高校（Ⅱ類）,63,PRIVATE,私立
323,西武学園文理高校（デュアル）,63,PRIVATE,私立
324,花咲徳栄高校（α理数選抜）,63,PRIVATE,私立
325,花咲徳栄高校（α特別選抜）,63,PRIVATE,私立
326,武蔵越生高校（S特進）,63,PRIVATE,私立
327,山村学園高校（特進EL）,63,PRIVATE,私立
328,叡明高校（特進選抜Ⅱ類）,62,PRIVATE,私立
329,開智未来高校（開智）,62,PRIVATE,私立
330,埼玉栄高校（S）,62,PRIVATE,私立
331,昌平高校（選抜）,62,PRIVATE,私立
332,昌平高校（選抜アスリート）,62,PRIVATE,私立
333,東京成徳大深谷高校（特進S）,62,PRIVATE,私立
334,東京農大第三高校（Ⅰコース）,62,PRIVATE,私立
335,本庄第一高校（S類型）,62,PRIVATE,私立
336,浦和実業高校（特進）,61,PRIVATE,私立
337,大妻嵐山高校（総合進学）,61,PRIVATE,私立
338,国際学院高校（アドバンス）,61,PRIVATE,私立
339,城西大付属川越高校（進学）,61,PRIVATE,私立
340,秋草学園高校（特選A奨学生）,60,PRIVATE,私立
341,埼玉平成高校（S特進）,60,PRIVATE,私立
342,栄北高校（特類A）,60,PRIVATE,私立
343,秀明高校（Gコース）,60,PRIVATE,私立
344,正智深谷高校（特進）,60,PRIVATE,私立
345,西武台高校（E-uni）,60,PRIVATE,私立
346,聖望学園高校（特進）,60,PRIVATE,私立
347,武南高校（進学）,60,PRIVATE,私立
348,細田学園高校（選抜L）,60,PRIVATE,私立
349,山村国際高校（特進選抜）,60,PRIVATE,私立
350,浦和学院高校（特進）,60,PRIVATE,私立
351,叡明高校（特別進学）,60,PRIVATE,私立
352,花咲徳栄高校（α文理選抜）,59,PRIVATE,私立
353,星野高校（文理）,59,PRIVATE,私立
354,星野高校（β）,59,PRIVATE,私立
355,本庄東高校（進学）,59,PRIVATE,私立
356,山村学園高校（特進GL）,59,PRIVATE,私立
357,浦和実業高校（選抜α）,58,PRIVATE,私立
358,国際学院高校（セレクト）,58,PRIVATE,私立
359,武蔵越生高校（選抜Ⅰ）,58,PRIVATE,私立
360,叡明高校（進学）,57,PRIVATE,私立
361,西武学園文理高校（クリエイティブ）,57,PRIVATE,私立
362,細田学園高校（普通:進学α）,57,PRIVATE,私立
363,本庄第一高校（AⅠ類型アドバンス）,57,PRIVATE,私立
364,浦和学院高校（文理選抜）,56,PRIVATE,私立
365,浦和実業高校（選抜）,56,PRIVATE,私立
366,大妻嵐山高校（大妻進学）,56,PRIVATE,私立
367,聖望学園高校（進学選抜）,56,PRIVATE,私立
368,東京農大第三高校（Ⅱコース）,56,PRIVATE,私立
369,山村国際高校（特別進学）,56,PRIVATE,私立
370,秋草学園高校（選抜）,55,PRIVATE,私立
371,浦和学院高校（保健医療）,55,PRIVATE,私立
372,埼玉栄高校（特進）,55,PRIVATE,私立
373,埼玉栄高校（保健体育）,55,PRIVATE,私立
374,狭山ヶ丘高校（Ⅲ類）,55,PRIVATE,私立
375,西武台高校（S-uni）,55,PRIVATE,私立
376,東京成徳大深谷高校（進学選抜）,55,PRIVATE,私立
377,花咲徳栄高校（AD選抜進学）,55,PRIVATE,私立
378,東野高校（特進I&S）,55,PRIVATE,私立
379,浦和実業高校（進学）,54,PRIVATE,私立
380,国際学院高校（選抜進学）,54,PRIVATE,私立
381,埼玉平成高校（特進）,54,PRIVATE,私立
382,浦和学院高校（文理進学）,53,PRIVATE,私立
383,浦和学院高校（アート）,53,PRIVATE,私立
384,正智深谷高校（選抜）,53,PRIVATE,私立
385,花咲徳栄高校（AD特別進学）,53,PRIVATE,私立
386,本庄第一高校（AⅠ類型スタンダード）,53,PRIVATE,私立
387,浦和学院高校（アスリート選抜）,52,PRIVATE,私立
388,西武台高校（A-uni）,52,PRIVATE,私立
389,埼玉平成高校（進学）,52,PRIVATE,私立
390,聖望学園高校（進学）,52,PRIVATE,私立
391,武蔵越生高校（選抜Ⅱ）,52,PRIVATE,私立
392,武蔵越生高校（アスリート選抜）,52,PRIVATE,私立
393,山村国際高校（総合進学）,52,PRIVATE,私立
394,西武学園文理高校（アート）,51,PRIVATE,私立
395,秋草学園高校（AG）,50,PRIVATE,私立
396,秋草学園高校（幼児教育・保健医療）,50,PRIVATE,私立
397,浦和学院高校（総合進学）,50,PRIVATE,私立
398,浦和実業高校（商業）,50,PRIVATE,私立
399,花咲徳栄高校（AD総合進学）,50,PRIVATE,私立
400,東野高校（進学A）,50,PRIVATE,私立
401,国際学院高校（食物調理）,49,PRIVATE,私立
402,国際学院高校（進学）,48,PRIVATE,私立
403,正智深谷高校（総進）,48,PRIVATE,私立
404,東京成徳大深谷高校（進学）,48,PRIVATE,私立
405,花咲徳栄高校（食育実践）,48,PRIVATE,私立
406,本庄第一高校（AⅡ類型）,48,PRIVATE,私立
407,西武学園文理高校（スポーツ）,47,PRIVATE,私立
408,自由の森学園高校（普通）,47,PRIVATE,私立
409,秀明英光高校（国際英語）,47,PRIVATE,私立
410,狭山ヶ丘高校（Ⅳ類:スポーツ・文化進学）,46,PRIVATE,私立
411,東京農大第三高校（Ⅲコース）,46,PRIVATE,私立
412,秀明英光高校（特別進学）,45,PRIVATE,私立
413,秀明英光高校（総合進学）,41,PRIVATE,私立
414,開成（普通）,74,PRIVATE,私立
415,筑波大学附属駒場（普通）,74,NATIONAL,国立
416,渋谷教育学園幕張（普通）,73,PRIVATE,私立
417,筑波大附属（普通）,73,NATIONAL,国立
418,慶應義塾女子（普通）,72,PRIVATE,私立
419,お茶の水女子大附（普通）,72,NATIONAL,国立
420,慶應義塾志木（普通）,71,PRIVATE,私立
421,早稲田大学本庄学院（普通）,71,PRIVATE,私立
422,市川（普通）,71,PRIVATE,私立
423,慶應義塾（普通）,71,PRIVATE,私立
424,早稲田実業（普通）,71,PRIVATE,私立
425,東京学芸大附（普通）,71,NATIONAL,国立
426,佐野日大（α）,71,PRIVATE,私立
427,明大付明治（普通）,70,PRIVATE,私立
428,早稲田大学高等学院（普通）,70,PRIVATE,私立
429,佐野日大（特進A）,70,PRIVATE,私立
430,立教新座（普通）,69,PRIVATE,私立
431,青山学院（普通）,69,PRIVATE,私立
432,国際基督教大（普通）,69,PRIVATE,私立
433,専修大松戸（普通:E類型）,69,PRIVATE,私立
434,巣鴨（普通）,68,PRIVATE,私立
435,中央大学（普通）,68,PRIVATE,私立
436,法政大国際（普通）,68,PRIVATE,私立
437,佐野日大（特進B）,68,PRIVATE,私立
438,城北（普通）,67,PRIVATE,私立
439,専修大松戸（普通:A類型）,67,PRIVATE,私立
440,中央大杉並（普通）,67,PRIVATE,私立
441,中央大附（普通）,67,PRIVATE,私立
442,明大付中野（普通）,66,PRIVATE,私立
443,芝浦工大柏（普通）,66,PRIVATE,私立
444,明大付八王子（普通）,66,PRIVATE,私立
445,法政大学（普通）,65,PRIVATE,私立
446,國學院栃木（特別選抜S）,65,PRIVATE,私立
447,東京科学大附属科学技術（科学・技術）,63,NATIONAL,国立
448,群馬工業高専（全学科）,63,KOSEN,高専
449,小山工業高専（全学科）,62,KOSEN,高専
450,白鴎大足利（特別進学）,62,PRIVATE,私立
451,東京工業高専（全学科）,61,KOSEN,高専
452,佐野日大（スーパー進学）,60,PRIVATE,私立
453,國學院栃木（特別選抜）,59,PRIVATE,私立
454,青山学院大学系属浦和ルーテル学院（普通 ※単願のみ）,58,PRIVATE,私立
455,筑波大附属坂戸（総合科学）,57,NATIONAL,国立
456,國學院栃木（選抜）,56,PRIVATE,私立
457,佐野日大（N進学）,55,PRIVATE,私立
458,白鴎大足利（進学）,54,PRIVATE,私立
459,國學院栃木（文理）,52,PRIVATE,私立
460,関東学園大附属（特進）,52,PRIVATE,私立
461,白鴎大足利（総合進学）,49,PRIVATE,私立
462,足利大学附属（普通）,44,PRIVATE,私立
463,関東学園大附属（進学）,44,PRIVATE,私立
464,足利大学附属（情報処理）,43,PRIVATE,私立
465,足利大学附属（自動車）,41,PRIVATE,私立
466,足利大学附属（工業）,40,PRIVATE,私立
467,佐野清澄（普通）,39,PRIVATE,私立
468,佐野清澄（生活デザイン）,39,PRIVATE,私立
469,青藍泰斗（普通）,39,PRIVATE,私立
